miner,epoch,param.penalty,param.gasreward,param.wincount,block_reward,total_reward,penalty,reward_payable
t01002,1351,0,39173758,3,16475171132055480316,16475171132094654074,0,16475171132094654074
t01000,1351,0,0,4,21966894842740640422,21966894842740640422,0,21966894842740640422
t01000,1352,0,281396336,2,10983446416368996940,10983446416650393276,0,10983446416650393276
t01002,1352,0,0,3,16475169624553495410,16475169624553495410,0,16475169624553495410
t01001,1352,0,0,1,5491723208184498470,5491723208184498470,0,5491723208184498470
t01002,1353,0,38085758,1,5491722705683882823,5491722705721968581,0,5491722705721968581
t01000,1353,0,0,2,10983445411367765646,10983445411367765646,0,10983445411367765646
t01000,1354,0,5481586109,3,16475166609549939498,16475166615031525607,0,16475166615031525607
t01001,1354,0,0,1,5491722203183313166,5491722203183313166,0,5491722203183313166
t01002,1354,0,0,3,16475166609549939498,16475166609549939498,0,16475166609549939498
t01002,1355,0,6147859167,5,27458608503413947492,27458608509561806659,0,27458608509561806659
t01001,1355,0,0,2,10983443401365578996,10983443401365578996,0,10983443401365578996
t01000,1355,0,0,2,10983443401365578996,10983443401365578996,0,10983443401365578996
t01000,1356,0,5954943788,3,16475181923537107226,16475181929492051014,0,16475181929492051014
t01002,1356,0,0,2,10983454615691404817,10983454615691404817,0,10983454615691404817
t01000,1357,0,6222845725,2,10983453610690541236,10983453616913386961,0,10983453616913386961
t01001,1357,0,0,1,5491726805345270618,5491726805345270618,0,5491726805345270618
t01002,1357,0,0,3,16475180416035811854,16475180416035811854,0,16475180416035811854
t01001,1358,0,3556267044,3,16475180054096540165,16475180057652807209,0,16475180057652807209
t01002,1358,0,0,2,10983453369397693443,10983453369397693443,0,10983453369397693443
t01000,1358,0,0,2,10983453369397693443,10983453369397693443,0,10983453369397693443
t01002,1359,0,5921680726,1,5491726564052468805,5491726569974149531,0,5491726569974149531
t01000,1359,0,0,1,5491726564052468805,5491726564052468805,0,5491726564052468805
t01001,1359,0,159690147,1,5491726564052468805,5491726564212158952,0,5491726564212158952
t01001,1360,0,39251958,1,5491726443406136868,5491726443445388826,0,5491726443445388826
t01002,1360,0,0,1,5491726443406136868,5491726443406136868,0,5491726443406136868
t01342,1360,0,0,1,5491726443406136868,5491726443406136868,0,5491726443406136868
t01000,1360,0,0,1,5491726443406136868,5491726443406136868,0,5491726443406136868
t01001,1361,0,281396336,1,5491725940905889015,5491725941187285351,0,5491725941187285351
t01002,1361,0,0,3,16475177822717667046,16475177822717667046,0,16475177822717667046
t01000,1361,0,0,1,5491725940905889015,5491725940905889015,0,5491725940905889015
t01002,1362,0,5903530963,1,5491725438405687151,5491725444309218114,0,5491725444309218114
t01001,1362,0,156195950,4,21966901753622748605,21966901753778944555,0,21966901753778944555
t01000,1363,0,9167691166,1,5491727608883264503,5491727618050955669,0,5491727618050955669
t01001,1363,0,0,1,5491727608883264503,5491727608883264503,0,5491727608883264503
t01002,1364,0,6091570064,1,5491727106383154573,5491727112474724637,0,5491727112474724637
t01001,1364,0,0,4,21966908425532618294,21966908425532618294,0,21966908425532618294
t01000,1364,0,19786489,2,10983454212766309147,10983454212786095636,0,10983454212786095636
t01002,1365,0,5972557526,1,5491727749444976282,5491727755417533808,0,5491727755417533808
t01000,1365,0,0,3,16475183248334928847,16475183248334928847,0,16475183248334928847
t01001,1366,0,6150074954,2,10983456785013687903,10983456791163762857,0,10983456791163762857
t01000,1366,0,0,2,10983456785013687903,10983456785013687903,0,10983456785013687903
t01001,1367,0,6065997979,4,21966917669690877832,21966917675756875811,0,21966917675756875811
t01342,1367,0,0,1,5491729417422719458,5491729417422719458,0,5491729417422719458
t01002,1367,0,246640479,1,5491729417422719458,5491729417669359937,0,5491729417669359937
t01000,1367,0,0,1,5491729417422719458,5491729417422719458,0,5491729417422719458
t01001,1368,0,281400336,1,5491728914922793421,5491728915204193757,0,5491728915204193757
t01000,1368,0,0,1,5491728914922793421,5491728914922793421,0,5491728914922793421
t01002,1368,0,0,3,16475186744768380263,16475186744768380263,0,16475186744768380263
t01000,1369,0,5628422247,2,10983456824845826745,10983456830474248992,0,10983456830474248992
t01001,1369,0,0,2,10983456824845826745,10983456824845826745,0,10983456824845826745
t01002,1369,0,0,2,10983456824845826745,10983456824845826745,0,10983456824845826745
t01001,1370,0,4172844267,3,16475186020893009145,16475186025065853412,0,16475186025065853412
t01000,1370,0,163314087,2,10983457347262006096,10983457347425320183,0,10983457347425320183
t01001,1371,0,2638621776,1,5491728171131214966,5491728173769836742,0,5491728173769836742
t01000,1371,0,0,1,5491728171131214966,5491728171131214966,0,5491728171131214966
t01002,1371,0,37218238,3,16475184513393644898,16475184513430863136,0,16475184513430863136
t01001,1372,0,2951680725,2,10983455337262945745,10983455340214626470,0,10983455340214626470
t01000,1372,0,0,4,21966910674525891490,21966910674525891490,0,21966910674525891490
t01002,1372,0,0,1,5491727668631472872,5491727668631472872,0,5491727668631472872
t01001,1373,0,3113781718,2,10983455095971477252,10983455099085258970,0,10983455099085258970
t01001,1374,0,38623758,2,10983456382095948136,10983456382134571894,0,10983456382134571894
t01002,1374,0,0,1,5491728191047974068,5491728191047974068,0,5491728191047974068
t01000,1375,0,5641124234,2,10983455377096739832,10983455382737864066,0,10983455382737864066
t01002,1375,0,0,4,21966910754193479665,21966910754193479665,0,21966910754193479665
t01001,1375,0,0,2,10983455377096739832,10983455377096739832,0,10983455377096739832
t01000,1376,0,2217239659,2,10983455899513470900,10983455901730710559,0,10983455901730710559
t01002,1376,0,0,4,21966911799026941800,21966911799026941800,0,21966911799026941800
t01001,1376,0,0,1,5491727949756735450,5491727949756735450,0,5491727949756735450
t01002,1377,0,2469392668,6,32950369265790881722,32950369268260274390,0,32950369268260274390
t01000,1377,0,0,1,5491728210965146953,5491728210965146953,0,5491728210965146953
t01001,1377,0,0,3,16475184632895440861,16475184632895440861,0,16475184632895440861
t01002,1378,0,10384329682,1,5491728090319642585,5491728100703972267,0,5491728100703972267
t01000,1378,0,0,3,16475184270958927756,16475184270958927756,0,16475184270958927756
t01001,1378,0,0,4,21966912361278570342,21966912361278570342,0,21966912361278570342
t01001,1379,0,2012722518,2,10983455939348368394,10983455941361090912,0,10983455941361090912
t01002,1379,0,0,2,10983455939348368394,10983455939348368394,0,10983455939348368394
t01342,1380,0,1922127727,1,5491727849028771787,5491727850950899514,0,5491727850950899514
t01000,1380,0,0,1,5491727849028771787,5491727849028771787,0,5491727849028771787
t01000,1381,0,1858436158,3,16475183185150216074,16475183187008652232,0,16475183187008652232
t01342,1381,0,0,1,5491727728383405358,5491727728383405358,0,5491727728383405358
t01001,1381,0,0,1,5491727728383405358,5491727728383405358,0,5491727728383405358
t01002,1382,0,2895752075,1,5491727607738084908,5491727610633836983,0,5491727610633836983
t01000,1382,0,0,1,5491727607738084908,5491727607738084908,0,5491727607738084908
t01000,1383,0,2281701233,1,5491728250800734088,5491728253082435321,0,5491728253082435321
t01001,1383,0,0,3,16475184752402202265,16475184752402202265,0,16475184752402202265
t01002,1383,0,0,1,5491728250800734088,5491728250800734088,0,5491728250800734088
t01000,1384,0,1984567186,2,10983457787726858458,10983457789711425644,0,10983457789711425644
t01001,1384,0,140561088,2,10983457787726858458,10983457787867419546,0,10983457787867419546
t01342,1384,0,20114619,1,5491728893863429229,5491728893883543848,0,5491728893883543848
t01002,1385,0,38073758,4,21966916620288834043,21966916620326907801,0,21966916620326907801
t01000,1385,0,0,1,5491729155072208510,5491729155072208510,0,5491729155072208510
t01001,1385,0,0,2,10983458310144417021,10983458310144417021,0,10983458310144417021
t01000,1386,0,4517056393,2,10983457305146220260,10983457309663276653,0,10983457309663276653
t01001,1386,0,0,2,10983457305146220260,10983457305146220260,0,10983457305146220260
t01002,1386,0,0,3,16475185957719330390,16475185957719330390,0,16475185957719330390
t01002,1387,0,4613796059,3,16475184450222173217,16475184454835969276,0,16475184454835969276
t01001,1387,0,0,1,5491728150074057739,5491728150074057739,0,5491728150074057739
t01001,1388,0,1824442140,1,5491728793136936765,5491728794961378905,0,5491728794961378905
t01000,1388,0,0,1,5491728793136936765,5491728793136936765,0,5491728793136936765
t01342,1388,0,20823999,1,5491728793136936765,5491728793157760764,0,5491728793157760764
t01002,1389,0,2154355067,1,5491728290637976332,5491728292792331399,0,5491728292792331399
t01001,1389,0,0,1,5491728290637976332,5491728290637976332,0,5491728290637976332
t01000,1390,0,1901259906,1,5491728169993023692,5491728171894283598,0,5491728171894283598
t01001,1390,0,0,1,5491728169993023692,5491728169993023692,0,5491728169993023692
t01002,1391,0,2065608573,1,5491727667494155231,5491727669559763804,0,5491727669559763804
t01001,1391,0,0,5,27458638337470776157,27458638337470776157,0,27458638337470776157
t01000,1391,0,0,1,5491727667494155231,5491727667494155231,0,5491727667494155231
t01342,1391,0,0,1,5491727667494155231,5491727667494155231,0,5491727667494155231
t01002,1392,0,2030430668,2,10983454329990665519,10983454332021096187,0,10983454332021096187
t01001,1392,0,0,2,10983454329990665519,10983454329990665519,0,10983454329990665519
t01000,1392,0,0,2,10983454329990665519,10983454329990665519,0,10983454329990665519
t01000,1393,0,281400336,3,16475181133051554211,16475181133332954547,0,16475181133332954547
t01002,1393,0,0,4,21966908177402072281,21966908177402072281,0,21966908177402072281
t01001,1393,0,0,2,10983454088701036140,10983454088701036140,0,10983454088701036140
t01001,1394,0,38665758,1,5491726541851787570,5491726541890453328,0,5491726541890453328
t01000,1394,0,0,5,27458632709258937852,27458632709258937852,0,27458632709258937852
t01002,1394,0,0,1,5491726541851787570,5491726541851787570,0,5491726541851787570
t01000,1395,0,4650328198,4,21966904157412412237,21966904162062740435,0,21966904162062740435
t01002,1395,0,0,2,10983452078706206118,10983452078706206118,0,10983452078706206118
t01001,1396,0,4851124302,3,16475178901687164314,16475178906538288616,0,16475178906538288616
t01002,1396,0,19274719,1,5491726300562388104,5491726300581662823,0,5491726300581662823
t01002,1397,0,282234796,1,5491726561771719119,5491726562053953915,0,5491726562053953915
t01001,1397,0,0,1,5491726561771719119,5491726561771719119,0,5491726561771719119
t01000,1397,0,0,2,10983453123543438239,10983453123543438239,0,10983453123543438239
t01002,1398,0,5989643097,2,10983452118546345100,10983452124535988197,0,10983452124535988197
t01001,1398,0,0,1,5491726059273172550,5491726059273172550,0,5491726059273172550
t01000,1398,0,0,4,21966904237092690200,21966904237092690200,0,21966904237092690200
t01001,1399,0,6036588162,1,5491726320482595517,5491726326519183679,0,5491726326519183679
t01002,1399,0,0,1,5491726320482595517,5491726320482595517,0,5491726320482595517
t01000,1400,0,6076378072,1,5491725817984140913,5491725824060518985,0,5491725824060518985
t01002,1400,0,0,2,10983451635968281826,10983451635968281826,0,10983451635968281826
t01001,1400,0,0,3,16475177453952422739,16475177453952422739,0,16475177453952422739
t01002,1401,0,3167632882,1,5491725315485732297,5491725318653365179,0,5491725318653365179
t01000,1401,0,0,3,16475175946457196892,16475175946457196892,0,16475175946457196892
t01001,1401,0,159086519,1,5491725315485732297,5491725315644818816,0,5491725315644818816
t01000,1402,0,3300375031,1,5491724812987369671,5491724816287744702,0,5491724816287744702
t01002,1402,0,0,2,10983449625974739342,10983449625974739342,0,10983449625974739342
t01001,1402,0,0,4,21966899251949478684,21966899251949478684,0,21966899251949478684
t01002,1403,0,10489851212,2,10983450148393953111,10983450158883804323,0,10983450158883804323
t01000,1403,0,0,2,10983450148393953111,10983450148393953111,0,10983450148393953111
t01001,1403,0,139157670,2,10983450148393953111,10983450148533110781,0,10983450148533110781
t01001,1404,0,10526314987,2,10983449143397411788,10983449153923726775,0,10983449153923726775
t01002,1404,0,0,1,5491724571698705894,5491724571698705894,0,5491724571698705894
t01002,1405,0,3285238590,2,10983448138400962444,10983448141686201034,0,10983448141686201034
t01000,1405,0,0,1,5491724069200481222,5491724069200481222,0,5491724069200481222
t01342,1405,0,0,2,10983448138400962444,10983448138400962444,0,10983448138400962444
t01001,1405,0,0,3,16475172207601443666,16475172207601443666,0,16475172207601443666
t01001,1407,0,5641767866,3,16475171845668792870,16475171851310560736,0,16475171851310560736
t01001,1408,0,2203892383,3,16475172267365790307,16475172269569682690,0,16475172269569682690
t01002,1408,0,0,3,16475172267365790307,16475172267365790307,0,16475172267365790307
t01002,1409,0,281396336,1,5491723586623889360,5491723586905285696,0,5491723586905285696
t01001,1409,0,0,1,5491723586623889360,5491723586623889360,0,5491723586623889360
t01000,1409,0,0,2,10983447173247778720,10983447173247778720,0,10983447173247778720
t01001,1410,0,4705808812,2,10983446168251789214,10983446172957598026,0,10983446172957598026
t01002,1411,0,2467372037,2,10983445163255891685,10983445165723263722,0,10983445165723263722
t01000,1411,0,21162619,2,10983445163255891685,10983445163277054304,0,10983445163277054304
t01342,1411,0,138069210,1,5491722581627945842,5491722581766015052,0,5491722581766015052
t01001,1411,0,0,1,5491722581627945842,5491722581627945842,0,5491722581627945842
t01000,1413,0,2991308133,3,16475168528513899594,16475168531505207727,0,16475168531505207727
t01002,1413,0,0,1,5491722842837966531,5491722842837966531,0,5491722842837966531
t01001,1413,0,0,4,21966891371351866125,21966891371351866125,0,21966891371351866125
t01002,1414,0,3720408928,1,5491721837842298921,5491721841562707849,0,5491721841562707849
t01000,1414,0,141845440,3,16475165513526896765,16475165513668742205,0,16475165513668742205
t01001,1414,0,0,1,5491721837842298921,5491721837842298921,0,5491721837842298921
t01001,1415,0,4015656381,1,5491721717198495822,5491721721214152203,0,5491721721214152203
t01000,1416,0,3816519084,1,5491721596554738703,5491721600371257787,0,5491721600371257787
t01342,1416,0,0,1,5491721596554738703,5491721596554738703,0,5491721596554738703
t01001,1416,0,0,2,10983443193109477406,10983443193109477406,0,10983443193109477406
t01001,1417,0,5127167670,6,32950328855466165374,32950328860593333044,0,32950328860593333044
t01000,1417,0,0,3,16475164427733082687,16475164427733082687,0,16475164427733082687
t01002,1417,0,0,2,10983442951822055124,10983442951822055124,0,10983442951822055124
t01000,1418,0,3465345838,2,10983441946826801377,10983441950292147215,0,10983441950292147215
t01001,1418,0,0,2,10983441946826801377,10983441946826801377,0,10983441946826801377
t01002,1418,0,138121210,1,5491720973413400688,5491720973551521898,0,5491720973551521898
t01000,1420,0,6004407652,1,5491721234623743222,5491721240628150874,0,5491721240628150874
t01002,1420,0,0,3,16475163703871229666,16475163703871229666,0,16475163703871229666
t01001,1420,0,0,2,10983442469247486444,10983442469247486444,0,10983442469247486444
t01001,1421,0,2889700748,1,5491720229628719393,5491720232518420141,0,5491720232518420141
t01002,1421,0,0,3,16475160688886158179,16475160688886158179,0,16475160688886158179
t01000,1421,0,0,2,10983440459257438786,10983440459257438786,0,10983440459257438786
t01342,1421,0,0,1,5491720229628719393,5491720229628719393,0,5491720229628719393
t01002,1422,0,2743367502,1,5491720872693161560,5491720875436529062,0,5491720875436529062
t01001,1422,0,0,1,5491720872693161560,5491720872693161560,0,5491720872693161560
t01002,1423,0,2863225694,2,10983443031515299376,10983443034378525070,0,10983443034378525070
t01001,1423,0,0,2,10983443031515299376,10983443031515299376,0,10983443031515299376
t01000,1424,0,2651441664,2,10983444317644367549,10983444320295809213,0,10983444320295809213
t01001,1424,0,20159439,2,10983444317644367549,10983444317664526988,0,10983444317664526988
t01002,1424,0,0,1,5491722158822183774,5491722158822183774,0,5491722158822183774
t01001,1425,0,3058131123,2,10983444076357680884,10983444079415812007,0,10983444079415812007
t01342,1425,0,22216999,1,5491722038178840442,5491722038201057441,0,5491722038201057441
t01000,1426,0,2487657421,2,10983444598779009549,10983444601266666970,0,10983444601266666970
t01002,1426,0,0,1,5491722299389504774,5491722299389504774,0,5491722299389504774
t01001,1427,0,2321768391,1,5491722942454176760,5491722944775945151,0,5491722944775945151
t01000,1427,0,0,1,5491722942454176760,5491722942454176760,0,5491722942454176760
t01002,1427,0,0,6,32950337654725060560,32950337654725060560,0,32950337654725060560
t01000,1428,0,2500007062,1,5491722439957009664,5491722442457016726,0,5491722442457016726
t01001,1428,0,0,1,5491722439957009664,5491722439957009664,0,5491722439957009664
t01001,1429,0,2878231305,1,5491723083021773589,5491723085900004894,0,5491723085900004894
t01000,1429,0,22094539,3,16475169249065320767,16475169249087415306,0,16475169249087415306
t01002,1429,0,0,2,10983446166043547178,10983446166043547178,0,10983446166043547178
t01000,1430,0,282230796,3,16475168887135980376,16475168887418211172,0,16475168887418211172
t01002,1430,0,0,2,10983445924757320251,10983445924757320251,0,10983445924757320251
t01002,1431,0,42282878,1,5491722459881630971,5491722459923913849,0,5491722459923913849
t01001,1431,0,0,3,16475167379644892913,16475167379644892913,0,16475167379644892913
t01000,1431,0,0,3,16475167379644892913,16475167379644892913,0,16475167379644892913
t01002,1432,0,5938332904,1,5491721957384647805,5491721963322980709,0,5491721963322980709
t01001,1433,0,4879259525,4,21966894984045922444,21966894988925181969,0,21966894988925181969
t01000,1433,0,0,4,21966894984045922444,21966894984045922444,0,21966894984045922444
t01001,1434,0,1999786731,1,5491723625368551044,5491723627368337775,0,5491723627368337775
t01000,1434,0,0,1,5491723625368551044,5491723625368551044,0,5491723625368551044
t01002,1434,0,0,2,10983447250737102088,10983447250737102088,0,10983447250737102088
t01002,1435,0,2414003896,4,21966894018902669827,21966894021316673723,0,21966894021316673723
t01000,1435,0,0,3,16475170514177002370,16475170514177002370,0,16475170514177002370
t01002,1436,0,2249081750,2,10983446004457736389,10983446006706818139,0,10983446006706818139
t01001,1436,0,0,1,5491723002228868194,5491723002228868194,0,5491723002228868194
t01001,1437,0,2144611984,3,16475243106280751568,16475243108425363552,0,16475243108425363552
t01000,1437,0,140304900,3,16475243106280751568,16475243106421056468,0,16475243106421056468
t01000,1438,0,2372998805,1,5491749108866684370,5491749111239683175,0,5491749111239683175
t01001,1438,0,0,4,21966996435466737483,21966996435466737483,0,21966996435466737483
t01342,1438,0,139574670,1,5491749108866684370,5491749109006259040,0,5491749109006259040
t01002,1438,0,0,1,5491749108866684370,5491749108866684370,0,5491749108866684370
t01001,1439,0,1630841829,3,16475253838043262335,16475253839674104164,0,16475253839674104164
t01002,1439,0,0,1,5491751279347754111,5491751279347754111,0,5491751279347754111
t01001,1440,0,9526749605,3,16475254621677184707,16475254631203934312,0,16475254631203934312
t01001,1441,0,38559758,3,16475258841996899718,16475258842035459476,0,16475258842035459476
t01000,1441,0,0,2,10983505894664599812,10983505894664599812,0,10983505894664599812
t01002,1441,0,0,2,10983505894664599812,10983505894664599812,0,10983505894664599812
t01002,1442,0,281396336,1,5491752444835776013,5491752445117172349,0,5491752445117172349
t01000,1442,0,0,1,5491752444835776013,5491752444835776013,0,5491752444835776013
t01001,1442,0,0,2,10983504889671552026,10983504889671552026,0,10983504889671552026
t01001,1443,0,5780487090,1,5491751942339298109,5491751948119785199,0,5491751948119785199
t01000,1443,0,0,4,21967007769357192437,21967007769357192437,0,21967007769357192437
t01002,1443,0,0,2,10983503884678596218,10983503884678596218,0,10983503884678596218
t01002,1444,0,3771906059,3,16475265775147447392,16475265778919353451,0,16475265778919353451
t01001,1444,0,0,3,16475265775147447392,16475265775147447392,0,16475265775147447392
t01000,1444,0,0,5,27458776291912412320,27458776291912412320,0,27458776291912412320
t01342,1444,0,141847440,1,5491755258382482464,5491755258524329904,0,5491755258524329904
t01001,1445,0,2699571908,2,10983513330311809176,10983513333011381084,0,10983513333011381084
t01002,1445,0,0,2,10983513330311809176,10983513330311809176,0,10983513330311809176
t01000,1445,0,139995900,3,16475269995467713765,16475269995607709665,0,16475269995607709665
t01002,1446,0,3262359963,2,10983517671274591782,10983517674536951745,0,10983517674536951745
t01002,1447,0,2717525304,2,10983521248529542990,10983521251247068294,0,10983521251247068294
t01001,1447,0,0,1,5491760624264771495,5491760624264771495,0,5491760624264771495
t01000,1448,0,2653968173,3,16475282656429339720,16475282659083307893,0,16475282659083307893
t01001,1448,0,0,2,10983521770952893146,10983521770952893146,0,10983521770952893146
t01002,1448,0,0,2,10983521770952893146,10983521770952893146,0,10983521770952893146
t01002,1449,0,2313303390,1,5491763055957975670,5491763058271279060,0,5491763058271279060
t01001,1449,0,0,1,5491763055957975670,5491763055957975670,0,5491763055957975670
t01000,1450,0,2442585042,2,10983528161755331728,10983528164197916770,0,10983528164197916770
t01001,1450,0,0,3,16475292242632997592,16475292242632997592,0,16475292242632997592
t01002,1450,0,0,3,16475292242632997592,16475292242632997592,0,16475292242632997592
t01002,1451,0,9951035375,1,5491765869505325212,5491765879456360587,0,5491765879456360587
t01001,1451,0,0,1,5491765869505325212,5491765869505325212,0,5491765869505325212
t01000,1451,0,21064999,1,5491765869505325212,5491765869526390211,0,5491765869526390211
t01000,1452,0,281396336,1,5491765748863222490,5491765749144618826,0,5491765749144618826
t01002,1452,0,0,4,21967062995452889960,21967062995452889960,0,21967062995452889960
t01001,1452,0,0,3,16475297246589667470,16475297246589667470,0,16475297246589667470
t01001,1453,0,5480313834,2,10983530492734408298,10983530498214722132,0,10983530498214722132
t01002,1453,0,0,1,5491765246367204149,5491765246367204149,0,5491765246367204149
t01000,1453,0,0,4,21967060985468816596,21967060985468816596,0,21967060985468816596
t01002,1454,0,1885394278,2,10983533306282079524,10983533308167473802,0,10983533308167473802
t01002,1455,0,1797595287,3,16475301888620994400,16475301890418589687,0,16475301890418589687
t01001,1455,0,0,1,5491767296206998133,5491767296206998133,0,5491767296206998133
t01000,1457,0,3008968469,1,5491767175565079290,5491767178574047759,0,5491767178574047759
t01002,1457,0,0,2,10983534351130158581,10983534351130158581,0,10983534351130158581
t01001,1457,0,141845628,1,5491767175565079290,5491767175706924918,0,5491767175706924918
t01000,1458,0,282234796,1,5491766934281379537,5491766934563614333,0,5491766934563614333
t01002,1458,0,0,3,16475300802844138611,16475300802844138611,0,16475300802844138611
t01001,1458,0,0,1,5491766934281379537,5491766934281379537,0,5491766934281379537
t01002,1459,0,4342465191,1,5491766431785637053,5491766436128102244,0,5491766436128102244
t01001,1459,0,0,1,5491766431785637053,5491766431785637053,0,5491766431785637053
t01000,1459,0,0,2,10983532863571274107,10983532863571274107,0,10983532863571274107
t01000,1460,0,1986688124,2,10983536440827419988,10983536442814108112,0,10983536442814108112
t01002,1460,0,62257997,2,10983536440827419988,10983536440889677985,0,10983536440889677985
t01001,1460,0,0,1,5491768220413709994,5491768220413709994,0,5491768220413709994
t01000,1461,0,281400336,2,10983539254375734584,10983539254657134920,0,10983539254657134920
t01001,1462,0,4231787544,1,5491769124692262700,5491769128924050244,0,5491769128924050244
t01002,1462,0,22088999,4,21967076498769050800,21967076498791139799,0,21967076498791139799
t01000,1462,0,0,1,5491769124692262700,5491769124692262700,0,5491769124692262700
t01342,1462,0,0,1,5491769124692262700,5491769124692262700,0,5491769124692262700
t01342,1463,0,282230796,1,5491771295174435031,5491771295456665827,0,5491771295456665827
t01002,1463,0,0,1,5491771295174435031,5491771295174435031,0,5491771295174435031
t01001,1463,0,0,1,5491771295174435031,5491771295174435031,0,5491771295174435031
t01000,1463,0,0,1,5491771295174435031,5491771295174435031,0,5491771295174435031
t01001,1464,0,5863158601,2,10983541585357844737,10983541591221003338,0,10983541591221003338
t01002,1464,0,0,3,16475312378036767106,16475312378036767106,0,16475312378036767106
t01000,1464,0,0,1,5491770792678922368,5491770792678922368,0,5491770792678922368
t01342,1464,0,0,1,5491770792678922368,5491770792678922368,0,5491770792678922368
t01002,1465,0,282230796,1,5491772581307225026,5491772581589455822,0,5491772581589455822
t01001,1465,0,0,2,10983545162614450052,10983545162614450052,0,10983545162614450052
t01000,1465,0,0,2,10983545162614450052,10983545162614450052,0,10983545162614450052
t01342,1466,0,6047311538,1,5491772078811804299,5491772084859115837,0,5491772084859115837
t01001,1466,0,0,2,10983544157623608598,10983544157623608598,0,10983544157623608598
t01002,1466,0,0,3,16475316236435412898,16475316236435412898,0,16475316236435412898
t01001,1467,0,39717758,2,10983550026004166993,10983550026043884751,0,10983550026043884751
t01000,1467,0,0,3,16475325039006250490,16475325039006250490,0,16475325039006250490
t01002,1467,0,0,3,16475325039006250490,16475325039006250490,0,16475325039006250490
t01002,1468,0,4060726367,4,21967098042027018741,21967098046087745108,0,21967098046087745108
t01001,1468,0,0,2,10983549021013509370,10983549021013509370,0,10983549021013509370
t01002,1469,0,2790859293,2,10983550307146712974,10983550309937572267,0,10983550309937572267
t01000,1469,0,0,1,5491775153573356487,5491775153573356487,0,5491775153573356487
t01000,1470,0,3752706494,4,21967103186560016985,21967103190312723479,0,21967103190312723479
t01002,1470,0,0,4,21967103186560016985,21967103186560016985,0,21967103186560016985
t01001,1470,0,0,2,10983551593280008492,10983551593280008492,0,10983551593280008492
t01001,1471,0,4648305874,1,5491776439706697963,5491776444355003837,0,5491776444355003837
t01000,1471,0,0,1,5491776439706697963,5491776439706697963,0,5491776439706697963
t01002,1471,0,0,4,21967105758826791852,21967105758826791852,0,21967105758826791852
t01000,1472,0,281400336,2,10983555692962721399,10983555693244121735,0,10983555693244121735
t01001,1472,0,0,4,21967111385925442799,21967111385925442799,0,21967111385925442799
t01342,1473,0,5789364924,1,5491777343986261735,5491777349775626659,0,5491777349775626659
t01000,1473,0,0,5,27458886719931308676,27458886719931308676,0,27458886719931308676
t01001,1473,0,0,2,10983554687972523470,10983554687972523470,0,10983554687972523470
t01001,1474,0,4331186686,2,10983562083769571048,10983562088100757734,0,10983562088100757734
t01002,1474,0,0,2,10983562083769571048,10983562083769571048,0,10983562083769571048
t01000,1475,0,16804212813,1,5491809178436892502,5491809195241105315,0,5491809195241105315
t01002,1475,0,0,2,10983618356873785004,10983618356873785004,0,10983618356873785004
t01001,1475,0,0,1,5491809178436892502,5491809178436892502,0,5491809178436892502
t01000,1476,0,39727758,3,16475430610073330900,16475430610113058658,0,16475430610113058658
t01002,1477,0,11688315010,3,16475429102588583970,16475429114276898980,0,16475429114276898980
t01000,1477,0,19873619,2,10983619401725722647,10983619401745596266,0,10983619401745596266
t01342,1478,0,2369252191,1,5491814162469491296,5491814164838743487,0,5491814164838743487
t01002,1478,0,0,1,5491814162469491296,5491814162469491296,0,5491814162469491296
t01000,1478,0,0,1,5491814162469491296,5491814162469491296,0,5491814162469491296
t01001,1478,0,0,1,5491814162469491296,5491814162469491296,0,5491814162469491296
t01342,1479,0,2539386396,1,5491815569244475069,5491815571783861465,0,5491815571783861465
t01002,1479,0,0,2,10983631138488950138,10983631138488950138,0,10983631138488950138
t01000,1479,0,0,2,10983631138488950138,10983631138488950138,0,10983631138488950138
t01001,1479,0,0,2,10983631138488950138,10983631138488950138,0,10983631138488950138
t01000,1480,0,1675963239,3,16475457801429821378,16475457803105784617,0,16475457803105784617
t01001,1481,0,2358947509,1,5491821437626272390,5491821439985219899,0,5491821439985219899
t01000,1481,0,0,2,10983642875252544780,10983642875252544780,0,10983642875252544780
t01002,1481,0,0,3,16475464312878817170,16475464312878817170,0,16475464312878817170
t01001,1482,0,2617948555,1,5491822844401393909,5491822847019342464,0,5491822847019342464
t01001,1483,0,1525943246,1,5491825396738445839,5491825398264389085,0,5491825398264389085
t01000,1483,0,144718088,1,5491825396738445839,5491825396883163927,0,5491825396883163927
t01002,1484,0,6203281269,2,10983653607027318411,10983653613230599680,0,10983653613230599680
t01001,1484,0,321602878,2,10983653607027318411,10983653607348921289,0,10983653607348921289
t01000,1484,0,0,1,5491826803513659205,5491826803513659205,0,5491826803513659205
t01002,1485,0,2290021919,1,5491827446580995537,5491827448871017456,0,5491827448871017456
t01000,1485,0,22092999,1,5491827446580995537,5491827446603088536,0,5491827446603088536
t01001,1485,0,0,1,5491827446580995537,5491827446580995537,0,5491827446580995537
t01002,1486,0,3035693375,2,10983658470420524537,10983658473456217912,0,10983658473456217912
t01001,1486,0,0,1,5491829235210262268,5491829235210262268,0,5491829235210262268
t01000,1486,0,0,1,5491829235210262268,5491829235210262268,0,5491829235210262268
t01002,1487,0,1833986486,2,10983664338802918709,10983664340636905195,0,10983664340636905195
